text,label,Pattern Category
 à¥ Welcome to Devshoppe Sign In or Create an Account ,Not Dark,Not Dark Pattern
Code of Conduct,Not Dark,Not Dark Pattern
Macro Focussing Rails,Not Dark,Not Dark Pattern
Tactical Rifles,Not Dark,Not Dark Pattern
Bottoms Deals,Not Dark,Not Dark Pattern
Checkout within 04:10 so we don't run out of stock!,Dark,Urgency
"3,081 people have viewed this item",Dark,Social Proof
 Champagne Taittinger ,Not Dark,Not Dark Pattern
Hurry! Only 7 left,Dark,Scarcity
"19,302 people have added this item to cart",Dark,Social Proof
"We will also send you an additional email confirming your renewal. Should you elect not to renew your Membership, you may cancel at any time prior to the renewal by emailing us at passportmembership@1800flowers.com and your credit/debit card on file with us will not be charged. A confirmation email will be sent to you. If you email to cancel after your Membership has been renewed, your credit/debit card will have been charged the then current paid annual membership fee for the Passport Program, however you may request, and 1-800-Flowers may grant, a pro-rata refund within its sole discretion based upon the extent that you may have utilized the benefits of the Passport Program and the period of time remaining on your paid Membership.",Dark,Obstruction
"Howdy stranger, looks like your trail has hit a dead end.",Not Dark,Not Dark Pattern
 Maker Faire News ,Not Dark,Not Dark Pattern
31 people seeing this product right now,Dark,Social Proof
3 other people are currently viewing this item.,Dark,Social Proof
Favored By: 400 people!,Dark,Social Proof
 All Shoes ,Not Dark,Not Dark Pattern
 What's New New arrivals daily ,Not Dark,Not Dark Pattern
143 BOUGHT,Dark,Social Proof
WARNING! Only 5 left in stock!,Dark,Scarcity
"No thanks, I've got too much cool Glock stuff!",Dark,Misdirection
43 added to bag in the last 48hrs,Dark,Social Proof
67% offers claimed. Hurry up!,Dark,Scarcity
Party & Birthday Novelties,Not Dark,Not Dark Pattern
 Temple Locks ,Not Dark,Not Dark Pattern
Sara from Philadelphia just saved $68 on her order.,Dark,Social Proof
17 people have viewed this wine today,Dark,Social Proof
 Data Processor: Amobee ,Not Dark,Not Dark Pattern
new merch coming soon,Not Dark,Not Dark Pattern
Prices subject to change without notice. Products shown may not be available in our stores.,Not Dark,Not Dark Pattern
Add your favourites to cart,Not Dark,Not Dark Pattern
Free Shipping On Orders Over $49* - Limited Time Only,Dark,Urgency
"Someone in DOVER, United States just bought Crew 15 mins ago",Dark,Social Proof
 Payment Methods ,Not Dark,Not Dark Pattern
 Also notify me about New Arrivals! ,Not Dark,Not Dark Pattern
POSTED BY @missladywoolf#motoin,Not Dark,Not Dark Pattern
 All Personalised Gifts ,Not Dark,Not Dark Pattern
HURRY! ONLY 19 LEFT IN STOCK.,Dark,Scarcity
Massive Tax Time Sale See Discounts! Sale ends in,Dark,Urgency
Special sale ends in,Dark,Urgency
"By clicking â€œAccept All Cookiesâ€, you agree to the storing of cookies on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. ",Not Dark,Not Dark Pattern
Sorry! This product is no longer available,Not Dark,Not Dark Pattern
Brand: Ray-BanÂ® | Similar products from Ray-BanÂ®,Not Dark,Not Dark Pattern
"No thanks, free stuff isn't for me.",Dark,Misdirection
Only 2 Left,Dark,Scarcity
 Colored Contact Lenses ,Not Dark,Not Dark Pattern
"IsraÃ«l in Metz, France purchased a More ADVANCED Chord Substitutions",Dark,Social Proof
In stock | 44 left,Dark,Scarcity
only 7 pieces left,Dark,Scarcity
Download Now,Not Dark,Not Dark Pattern
Beach Towels & Mats,Not Dark,Not Dark Pattern
ENDS IN - Flash Offer - TWO PAIRS OF SHOES FOR $319 PROMO CODE AUTO-APPLIED AT CHECKOUT! 0 Days : 16 Hours : 09 Minutes : 57 Seconds,Dark,Urgency
"Hurry, limited quantities left!",Dark,Scarcity
Light Works,Not Dark,Not Dark Pattern
"Both of these jerseys are awesome, I couldnâ€™t have asked for better quality.",Not Dark,Not Dark Pattern
Only 14 left!,Dark,Scarcity
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Dark,Misdirection
I already have this item. Do not add this to cart,Dark,Misdirection
Security Cameras,Not Dark,Not Dark Pattern
Cross Body,Not Dark,Not Dark Pattern
" -- Preeti Shenoy, author of THE RULE BREAKERS",Not Dark,Not Dark Pattern
Royal Python Vivariums,Not Dark,Not Dark Pattern
Stone Island Junior,Not Dark,Not Dark Pattern
ONLY 1 LEFT!,Dark,Scarcity
 Sustainably made,Not Dark,Not Dark Pattern
Bob's For Business,Not Dark,Not Dark Pattern
"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",Dark,Misdirection
Boys Green School Uniforms,Not Dark,Not Dark Pattern
 Show Password ,Not Dark,Not Dark Pattern
Pay Securely with Trespass,Not Dark,Not Dark Pattern
Limited Stock!,Dark,Scarcity
 adidas Originals Stan Smith ,Not Dark,Not Dark Pattern
"LIMITED TIME - BUY THE NEW PURPLE PLUSH PILLOW, GET ONE FREE",Dark,Urgency
 Functional Marketing Cookies,Not Dark,Not Dark Pattern
Limited Time Offers,Dark,Urgency
Someone in Bacchus Marsh bought a Noosa Basics Deodorant Stick - Sensitive (60g) 27 seconds ago,Dark,Social Proof
436 users are currently active on our website Just now,Dark,Social Proof
"Exposed Membership (recurring subscription) and Cancellations  If You order with Exposed Membership, you are selecting a recurring billing subscription, where You will receive a new kit approximately every 60 days. You are able to cancel by contacting Exposed customer care at 1-866-404-7656, 8am â€“ 4pm Pacific Time, M-F.  If You are part of our Monthly installment program, You will be billed in two monthly installments for each acne kit shipped. Each kit will be shipped every two months unless your membership is canceled. To cancel Your Exposed Membership, You must: 1. first pay in full for all kits that have been shipped 2. and, then contact Exposed customer care at 1-866-404-7656 8am â€“ 4pm Pacific Time, M-F to process Your cancellation.",Dark,Obstruction
Sale Coats and Jackets,Not Dark,Not Dark Pattern
Shop By Brands,Not Dark,Not Dark Pattern
Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,Dark,Misdirection
ROAD CLOTHING,Not Dark,Not Dark Pattern
"No thanks, I don't want to build one.. I'd rather kick rocks!",Dark,Misdirection
 Menstrual Products ,Not Dark,Not Dark Pattern
4 SEATS LEFT,Dark,Scarcity
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Dark,Social Proof
Shoes & Clothing,Not Dark,Not Dark Pattern
Imported,Not Dark,Not Dark Pattern
Will sell out fast!,Dark,Scarcity
Get it fast! 14 added to bag today,Dark,Social Proof
Herbaceous oil rich in anti-aging polyphenols.,Not Dark,Not Dark Pattern
HURRY! LESS THAN 129 LEFT.,Dark,Scarcity
"Ken in Three Bridges, United States purchased All Zebrawood + Olive Ash",Dark,Social Proof
Only 3 left in stock,Dark,Scarcity
We only have 5 left!,Dark,Scarcity
"Nah, I like paying full price",Dark,Misdirection
2 people have looked at this in the last couple of hrs.,Dark,Social Proof
Real time 30 Visitor right now,Dark,Social Proof
Drawstring Backpacks,Not Dark,Not Dark Pattern
Please note all products are made in limited quantities and we rarely restock - checkout now so you don't miss out!,Dark,Scarcity
"No thanks, I don't like getting free stuff.",Dark,Misdirection
THIS PRODUCT HAS BEEN VIEWED 480 TIMES IN THE LAST 48 HOURS,Dark,Social Proof
HURRY! ONLY 2 LEFT!,Dark,Scarcity
Less than 7 left!,Dark,Scarcity
BOTTLES LEFT 3,Dark,Scarcity
Items reserved for 15:00,Dark,Urgency
ONLY 4 LEFT!,Dark,Scarcity
-90% discount if you order within 9:55:44,Dark,Urgency
 Latest looks from Myleene Klass Shop now ,Not Dark,Not Dark Pattern
Only 9 left in stock,Dark,Scarcity
ADD FOR BETTER RESULTS,Dark,Misdirection
 Affiliate ,Not Dark,Not Dark Pattern
Auto Delivery Program,Not Dark,Not Dark Pattern
Save $148.98AUD â€“ 49% Off,Dark,Misdirection
Low Stock â€“ Selling Fast,Dark,Scarcity
2 PEOPLE HAVE ADDED THIS ITEM TO THEIR CART TODAY,Dark,Social Proof
Only 6 left,Dark,Scarcity
Pro Boost Treatments,Not Dark,Not Dark Pattern
Baby Nursing & Feeding,Not Dark,Not Dark Pattern
4 bought in the last 24 hours.,Dark,Social Proof
We're offline,Not Dark,Not Dark Pattern
12 customers viewed this product today!,Dark,Social Proof
 Gemstone softwares ,Not Dark,Not Dark Pattern
Graphic Tanks,Not Dark,Not Dark Pattern
LOW STOCK (ONLY 10 LEFT!),Dark,Scarcity
"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",Dark,Social Proof
 V-neck Printed Loose Short-sleeved T-shirt ,Not Dark,Not Dark Pattern
Limited Time Only Â· Online Only,Dark,Urgency
 Teething Remedies ,Not Dark,Not Dark Pattern
Partnerships,Not Dark,Not Dark Pattern
Accord remotes,Not Dark,Not Dark Pattern
72 Viewing This Product,Dark,Social Proof
Something went wrong. Please try again,Not Dark,Not Dark Pattern
 Coloured Pencils ,Not Dark,Not Dark Pattern
Only 1 left in stock!,Dark,Scarcity
Only 9 units left in stock online.,Dark,Scarcity
Feeding Nightwear,Not Dark,Not Dark Pattern
 Gift Card FAQs ,Not Dark,Not Dark Pattern
Someone in Canberra purchased\nADV.2 (Austracantha) about 41 minutes ago,Dark,Social Proof
Ducted Vacuum Cleaners,Not Dark,Not Dark Pattern
Work Solid Simple Crew Neck Half Sleeve Top,Not Dark,Not Dark Pattern
"No thank you, I prefer to pay for shipping.",Dark,Misdirection
White Plus Size Clothing,Not Dark,Not Dark Pattern
"No thanks, I don't like exclusive offers",Dark,Misdirection
273 units sold in the last 30 days,Dark,Social Proof
"No thanks, I'll just pay full price.",Dark,Misdirection
"No, I'd rather do it the hard way...",Dark,Misdirection
User interface customization persistent cookies are used to store a userâ€™s preference regarding a service. Please note that these cookies are exempt from consent.,Not Dark,Not Dark Pattern
"After getting my jersey on Monday, I am hooked on CoolHockey. I will surely be buying from CoolHockey from now on.",Not Dark,Not Dark Pattern
Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,Dark,Misdirection
Other 2 customers have it in their cart.,Dark,Social Proof
Elegant A Line Chiffon V-neck Long Sleeve Bridesmaid Dress with Pleats and Ruching,Not Dark,Not Dark Pattern
White Camo Windbreaker - Rock N' Roll,Not Dark,Not Dark Pattern
xB Remotes,Not Dark,Not Dark Pattern
 Football Boots ,Not Dark,Not Dark Pattern
Selling fast! Add to bag 7 times in the last 48 hours.,Dark,Social Proof
Only 2 items left,Dark,Scarcity
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Dark,Social Proof
"Sandeep in Hawthorne, California bought Sadie Ponte Pants - Black Just Now",Dark,Social Proof
Lifestyle / Music,Not Dark,Not Dark Pattern
Only 1 unit left in stock,Dark,Scarcity
LOW IN STOCK!! GET YOURS NOW,Dark,Scarcity
"Laurie in Urraween, Queensland bought No Brainer USB Charging Anti-Theft Backpack",Dark,Social Proof
High Arches,Not Dark,Not Dark Pattern
Contract free,Not Dark,Not Dark Pattern
"Someone in Cedarhurst, United States purchased a Sproet and Sprout Shell/Violet Stripe Bloomers",Dark,Social Proof
Your order is prioritized for 13:22 minutes!,Dark,Urgency
How Do I Rinse Off My Overnight Hair Oil Treatment?,Not Dark,Not Dark Pattern
Black Jewelry,Not Dark,Not Dark Pattern
Cart will expire in 08:19 minutes!,Dark,Urgency
Time remaining: 04:50,Dark,Urgency
0.44.56,Dark,Urgency
 Watches & Accessories ,Not Dark,Not Dark Pattern
"No thanks, I don't like free stuff",Dark,Misdirection
DAYS HRS MINS SECS,Dark,Urgency
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",Dark,Urgency
Limited time offer.,Dark,Urgency
3 left,Dark,Scarcity
Someone in Faizabad just bought: Pretty Love Penis Sleeve 7 inch an hour 2 minutes ago,Dark,Social Proof
Limited Time Remaining!,Dark,Urgency
I WANT TO PAY MORE LATER ;),Dark,Misdirection
Limited Time Only - Up to 30% OFF Freshwater Plants! SHOP NOW >,Dark,Urgency
Back by Demand,Not Dark,Not Dark Pattern
"ONLY 5 LEFT, HURRY!",Dark,Scarcity
Functional Cookies,Not Dark,Not Dark Pattern
Flash Sale ends in SHOP NOW  ,Dark,Urgency
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",Not Dark,Not Dark Pattern
Performance Cookies,Not Dark,Not Dark Pattern
I am very pleased with the service I received.,Not Dark,Not Dark Pattern
7 customers have this in their basket,Dark,Social Proof
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",Dark,Social Proof
Hurry! Only 9 left in stock.,Dark,Scarcity
 shop by trend ,Not Dark,Not Dark Pattern
13:09:27 HOURS MINUTES SECONDS Sale Ends Once The Timer Hits Zero!,Dark,Urgency
Delivery & support,Not Dark,Not Dark Pattern
SHOP TRIATHLON,Not Dark,Not Dark Pattern
The product you requested is not available in the selected country,Not Dark,Not Dark Pattern
"No thanks, I don't like winning",Dark,Misdirection
"You choose: just one box, or a  Madison Reed Membership?",Dark,Misdirection
Baby Cross Stitch & Embroidery Patterns,Not Dark,Not Dark Pattern
HHR remotes,Not Dark,Not Dark Pattern
"No, I Don't Like Discounts",Dark,Misdirection
LIMITED TIME BLOW OUT SALE UP TO 70% OFF! 110% BEST PRICE GUARANTEE!,Dark,Urgency
$69.50 For A Limited Time Details,Dark,Urgency
 Accessibility statement ,Not Dark,Not Dark Pattern
Hurry! Only 1 Left In Stock,Dark,Scarcity
"2,221 people have purchased this item",Dark,Social Proof
"No, thanks. I'd prefer not to save.",Dark,Misdirection
SAVE $200 OFF PUFFY,Dark,Urgency
 Data Processor Privacy Policy: https://triplelift.com/privacy ,Not Dark,Not Dark Pattern
"Tambria in Hattiesburg just bought Peruvian Virgin Natural Wave Hair 3 Bundles with Lace Frontal, 100% Human Virgin Hair ",Dark,Social Proof
1 item left,Dark,Scarcity
Order without free membership $69.95,Dark,Misdirection
" This product can expose you to chemicals including Hexavalent which is known to the State of California to cause cancer on birth defects or other reproductive harm. For more information, visit ",Not Dark,Not Dark Pattern
"Someone in Vancouver, Washington purchased a Orthofeet Men's Orthotic Insoles about 38 minutes",Dark,Social Proof
Only 5 left!,Dark,Scarcity
 Brushes ,Not Dark,Not Dark Pattern
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Dark,Social Proof
 Data Processor Privacy Policy: https://casalemedia.com/ ,Not Dark,Not Dark Pattern
"No thanks, I'll still want to pay full price",Dark,Misdirection
Only 3 Left in Stock!,Dark,Scarcity
Limited time - final price reflects extra 29% off,Dark,Urgency
Hurry! Only 6 left in stock.,Dark,Scarcity
 We value your privacy We use cookies to improve your website experience. We also use third-party cookies for marketing purposes. Learn more. ,Not Dark,Not Dark Pattern
 Unstitched Fabric ,Not Dark,Not Dark Pattern
 Polar Lights II ,Not Dark,Not Dark Pattern
Shop by Health Goals,Not Dark,Not Dark Pattern
"No thanks, I'm not interested",Dark,Misdirection
Customer also shopped for,Dark,Misdirection
Shop Safely And Securely,Not Dark,Not Dark Pattern
 powered by: Cookie Information ,Not Dark,Not Dark Pattern
Free Shipping & Easy Returns always! ,Not Dark,Not Dark Pattern
Combination,Not Dark,Not Dark Pattern
"No Thanks, I Don't Want To Save",Dark,Misdirection
QUANTITY: *ONLY 1 LEFT,Dark,Scarcity
6 customers have this in their basket,Dark,Social Proof
GCC Compliance,Not Dark,Not Dark Pattern
 Please try again ,Not Dark,Not Dark Pattern
How Do Our Crystals Looks in Real Life?,Not Dark,Not Dark Pattern
"No thanks, I want to pay full price",Dark,Misdirection
commonpandacom@commonpandacom,Not Dark,Not Dark Pattern
"Yes, I Want To Save Money!No Thanks",Dark,Misdirection
OFFER ENDS IN: 00:32:04 TIME IS RUNNING OUT!,Dark,Urgency
"ONLY $1.99 FOR YOUR FIRST SIX MONTHS, THEN EACH YEAR YOUR MEMBERSHIP WILL AUTOMATICALLY RENEW FOR $39.99 AND BE CHARGED TO YOUR CREDIT/DEBIT CARD ON FILE. CANCEL YOUR VIP MEMBERSHIP ANY TIME TO RECEIVE A PRORATED REFUND BY CALLING (800) 543-7309. BY SUBMITTING YOUR ORDER, YOU AGREE TO THESE VIP MEMBERSHIP TERMS.",Dark,Obstruction
Only 4 left in this size!,Dark,Scarcity
You might also like,Not Dark,Not Dark Pattern
Shop By Fabric,Not Dark,Not Dark Pattern
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Dark,Social Proof
 View all Ink categories ,Not Dark,Not Dark Pattern
 Intercoastal Performance Pant - True Navy ,Not Dark,Not Dark Pattern
"NO THANKS, I DONâ€™T WANT 15% OFF",Dark,Misdirection
Bike Parts & Components,Not Dark,Not Dark Pattern
ðŸ”¥ðŸ‘ï¸ 1 person is viewing this.,Dark,Social Proof
Estimated VAT overview,Not Dark,Not Dark Pattern
" Your company account is blocked and you cannot place orders. If you have questions, please contact your company administrator. ",Not Dark,Not Dark Pattern
Hand & Foot Skin Care,Not Dark,Not Dark Pattern
 Best Deals of the Month: April Edition ,Not Dark,Not Dark Pattern
Hurry up! Only 4 left in stock,Dark,Scarcity
Accent Chairs,Not Dark,Not Dark Pattern
"No thanks, I don't like to save",Dark,Misdirection
 Subscribe To Us Subscribe ,Not Dark,Not Dark Pattern
Customers also bought,Dark,Misdirection
407 customers have viewed this item recently,Dark,Social Proof
Only 1 item(s) left in stock,Dark,Scarcity
